Name,Period,Budget,Sales,ID,Email
Miscellaneous,2019-04,0.00,0.00,5804,cfloryiv@rcn.com
Movies,2019-04,35.00,35.00,5805,cfloryiv@rcn.com
Property Taxes,2019-04,150.00,150.00,5806,cfloryiv@rcn.com
Therapy,2019-04,135.00,68.00,5807,cfloryiv@rcn.com
vacation,2019-04,100.00,100.00,5808,cfloryiv@rcn.com
Amonazon-Books,2019-04,400.00,421.00,5809,cfloryiv@rcn.com
vacation,2019-05,100.00,100.00,5810,cfloryiv@rcn.com
Antivirus,2019-06,17.00,17.00,5811,cfloryiv@rcn.com
Auto Expenses,2019-07,50.00,0.00,5812,cfloryiv@rcn.com
Auto Insurance,2019-07,105.00,105.00,5813,cfloryiv@rcn.com
Cable TV,2019-07,159.00,159.00,5814,cfloryiv@rcn.com
Car Payment,2019-07,400.00,400.00,5815,cfloryiv@rcn.com
Cash,2019-07,100.00,100.00,5816,cfloryiv@rcn.com
Cell Phone,2019-07,73.00,73.00,5817,cfloryiv@rcn.com
Charites,2019-07,100.00,110.00,5818,cfloryiv@rcn.com
Cleaning,2019-07,120.00,120.00,5819,cfloryiv@rcn.com
Condo Fee,2019-07,300.00,300.00,5820,cfloryiv@rcn.com
Credit Monitoring,2019-07,24.00,24.00,5821,cfloryiv@rcn.com
Education,2019-07,90.00,23.00,5822,cfloryiv@rcn.com
Electric Bill,2019-07,100.00,106.00,5823,cfloryiv@rcn.com
Electronics,2019-07,200.00,179.00,5824,cfloryiv@rcn.com
Friday Takeout,2019-07,200.00,170.00,5825,cfloryiv@rcn.com
Gas,2019-07,100.00,36.00,5826,cfloryiv@rcn.com
Great Courses,2019-07,50.00,60.00,5827,cfloryiv@rcn.com
Groceries,2019-07,440.00,432.00,5828,cfloryiv@rcn.com
Health Insurance,2019-07,45.00,40.00,5829,cfloryiv@rcn.com
Kathy,2019-07,0.00,0.00,5830,cfloryiv@rcn.com
Laundry,2019-07,20.00,20.00,5831,cfloryiv@rcn.com
Medicine,2019-07,100.00,24.00,5832,cfloryiv@rcn.com
Miscellaneous,2019-07,150.00,271.00,5833,cfloryiv@rcn.com
Movies,2019-07,35.00,35.00,5834,cfloryiv@rcn.com
Property Taxes,2019-07,150.00,150.00,5835,cfloryiv@rcn.com
Therapy,2019-07,70.00,68.00,5836,cfloryiv@rcn.com
Antivirus,2019-07,17.00,17.00,5837,cfloryiv@rcn.com
Amonazon-Books,2019-06,400.00,372.00,5838,cfloryiv@rcn.com
Amonazon-Books,2019-07,400.00,595.00,5839,cfloryiv@rcn.com
vacation,2019-06,100.00,100.00,5840,cfloryiv@rcn.com
Auto Expenses,2019-06,50.00,0.00,5841,cfloryiv@rcn.com
Auto Insurance,2019-06,105.00,105.00,5842,cfloryiv@rcn.com
Cable TV,2019-06,159.00,159.00,5843,cfloryiv@rcn.com
Car Payment,2019-06,400.00,400.00,5844,cfloryiv@rcn.com
Cash,2019-06,100.00,100.00,5845,cfloryiv@rcn.com
Cell Phone,2019-06,73.00,73.00,5846,cfloryiv@rcn.com
Charites,2019-06,100.00,199.00,5847,cfloryiv@rcn.com
Cleaning,2019-06,120.00,120.00,5848,cfloryiv@rcn.com
Condo Fee,2019-06,300.00,300.00,5849,cfloryiv@rcn.com
Credit Monitoring,2019-06,24.00,24.00,5850,cfloryiv@rcn.com
Education,2019-06,90.00,30.00,5851,cfloryiv@rcn.com
Electric Bill,2019-06,100.00,71.00,5852,cfloryiv@rcn.com
Electronics,2019-06,200.00,1002.00,5853,cfloryiv@rcn.com
Friday Takeout,2019-06,200.00,263.00,5854,cfloryiv@rcn.com
Gas,2019-06,100.00,41.00,5855,cfloryiv@rcn.com
Great Courses,2019-06,50.00,0.00,5856,cfloryiv@rcn.com
Health Insurance,2019-06,45.00,37.00,5857,cfloryiv@rcn.com
Kathy,2019-06,0.00,0.00,5858,cfloryiv@rcn.com
Laundry,2019-06,20.00,20.00,5859,cfloryiv@rcn.com
Medicine,2019-06,100.00,95.00,5860,cfloryiv@rcn.com
Miscellaneous,2019-06,150.00,788.00,5861,cfloryiv@rcn.com
Movies,2019-06,35.00,35.00,5862,cfloryiv@rcn.com
Property Taxes,2019-06,150.00,150.00,5863,cfloryiv@rcn.com
Therapy,2019-06,70.00,68.00,5864,cfloryiv@rcn.com
Web Hosting,2019-06,20.00,20.00,5865,cfloryiv@rcn.com
Groceries,2019-06,440.00,513.00,5866,cfloryiv@rcn.com
Movies,2018-08,150.00,89.00,5867,cfloryiv@rcn.com
Amazon-Books,2019-12,400.00,703.00,6407,cfloryiv@rcn.com
Antivirus,2019-12,17.00,17.00,6408,cfloryiv@rcn.com
Auto Expenses,2019-12,50.00,875.00,6409,cfloryiv@rcn.com
Auto Insurance,2019-12,105.00,100.00,6410,cfloryiv@rcn.com
Cable TV,2019-12,159.00,187.00,6411,cfloryiv@rcn.com
Cash,2019-12,100.00,100.00,6412,cfloryiv@rcn.com
Cell Phone,2019-12,73.00,223.00,6413,cfloryiv@rcn.com
Charites,2019-12,100.00,140.00,6414,cfloryiv@rcn.com
Cleaning,2019-12,120.00,70.00,6415,cfloryiv@rcn.com
Condo Fee,2019-12,300.00,300.00,6416,cfloryiv@rcn.com
Credit Monitoring,2019-12,24.00,24.00,6417,cfloryiv@rcn.com
Education,2019-12,90.00,0.00,6418,cfloryiv@rcn.com
Electric Bill,2019-12,100.00,52.00,6419,cfloryiv@rcn.com
Electronics,2019-12,200.00,428.00,6420,cfloryiv@rcn.com
Friday Takeout,2019-12,200.00,139.00,6421,cfloryiv@rcn.com
Gas,2019-12,100.00,50.00,6422,cfloryiv@rcn.com
Great Courses,2019-12,0.00,0.00,6423,cfloryiv@rcn.com
Groceries,2019-12,440.00,517.00,6424,cfloryiv@rcn.com
Health Insurance,2019-12,45.00,34.00,6425,cfloryiv@rcn.com
Laundry,2019-12,20.00,20.00,6426,cfloryiv@rcn.com
Medicine,2019-12,100.00,19.00,6427,cfloryiv@rcn.com
Miscellaneous,2019-12,200.00,315.00,6428,cfloryiv@rcn.com
Movies,2019-12,35.00,35.00,6429,cfloryiv@rcn.com
Property Taxes,2019-12,150.00,150.00,6430,cfloryiv@rcn.com
Therapy,2019-12,70.00,75.00,6431,cfloryiv@rcn.com
vacation,2019-12,100.00,0.00,6432,cfloryiv@rcn.com
Web Hosting,2019-12,20.00,20.00,6433,cfloryiv@rcn.com
Savings,2019-12,400.00,0.00,6434,cfloryiv@rcn.com
Amazon-Books,2020-01,400.00,1104.00,6435,cfloryiv@rcn.com
Antivirus,2020-01,17.00,17.00,6436,cfloryiv@rcn.com
Auto Expenses,2020-01,50.00,60.00,6437,cfloryiv@rcn.com
Auto Insurance,2020-01,105.00,100.00,6438,cfloryiv@rcn.com
Cable TV,2020-01,100.00,30.00,6439,cfloryiv@rcn.com
Cash,2020-01,100.00,0.00,6440,cfloryiv@rcn.com
Cell Phone,2020-01,50.00,50.00,6441,cfloryiv@rcn.com
Charites,2020-01,100.00,253.00,6442,cfloryiv@rcn.com
Cleaning,2020-01,120.00,120.00,6443,cfloryiv@rcn.com
Condo Fee,2020-01,300.00,300.00,6444,cfloryiv@rcn.com
Credit Monitoring,2020-01,24.00,24.00,6445,cfloryiv@rcn.com
Education,2020-01,90.00,54.00,6446,cfloryiv@rcn.com
Electric Bill,2020-01,100.00,61.00,6447,cfloryiv@rcn.com
Electronics,2020-01,300.00,500.00,6448,cfloryiv@rcn.com
Friday Takeout,2020-01,200.00,152.00,6449,cfloryiv@rcn.com
Gas,2020-01,100.00,32.00,6450,cfloryiv@rcn.com
Great Courses,2020-01,0.00,0.00,6451,cfloryiv@rcn.com
Groceries,2020-01,440.00,454.00,6452,cfloryiv@rcn.com
Health Insurance,2020-01,45.00,62.00,6453,cfloryiv@rcn.com
Laundry,2020-01,20.00,20.00,6454,cfloryiv@rcn.com
Medicine,2020-01,100.00,344.00,6455,cfloryiv@rcn.com
Miscellaneous,2020-01,275.00,579.00,6456,cfloryiv@rcn.com
Movies,2020-01,35.00,70.00,6457,cfloryiv@rcn.com
Property Taxes,2020-01,150.00,150.00,6458,cfloryiv@rcn.com
Savings,2020-01,400.00,0.00,6459,cfloryiv@rcn.com
Therapy,2020-01,70.00,43.00,6460,cfloryiv@rcn.com
vacation,2020-01,100.00,0.00,6461,cfloryiv@rcn.com
Web Hosting,2020-01,20.00,20.00,6462,cfloryiv@rcn.com
Amazon-Books,2020-02,400.00,875.00,6463,cfloryiv@rcn.com
Antivirus,2020-02,17.00,17.00,6464,cfloryiv@rcn.com
Auto Expenses,2020-02,50.00,89.00,6465,cfloryiv@rcn.com
Auto Insurance,2020-02,105.00,100.00,6466,cfloryiv@rcn.com
Cable TV,2020-02,100.00,113.00,6467,cfloryiv@rcn.com
Cash,2020-02,100.00,100.00,6468,cfloryiv@rcn.com
Cell Phone,2020-02,50.00,50.00,6469,cfloryiv@rcn.com
Charites,2020-02,100.00,173.00,6470,cfloryiv@rcn.com
Cleaning,2020-02,120.00,120.00,6471,cfloryiv@rcn.com
Condo Fee,2020-02,300.00,300.00,6472,cfloryiv@rcn.com
Credit Monitoring,2020-02,24.00,24.00,6473,cfloryiv@rcn.com
Education,2020-02,90.00,24.00,6474,cfloryiv@rcn.com
Electric Bill,2020-02,100.00,0.00,6475,cfloryiv@rcn.com
Electronics,2020-02,300.00,148.00,6476,cfloryiv@rcn.com
Friday Takeout,2020-02,200.00,128.00,6477,cfloryiv@rcn.com
Gas,2020-02,100.00,30.00,6478,cfloryiv@rcn.com
Great Courses,2020-02,0.00,0.00,6479,cfloryiv@rcn.com
Groceries,2020-02,440.00,461.00,6480,cfloryiv@rcn.com
Health Insurance,2020-02,45.00,98.00,6481,cfloryiv@rcn.com
Laundry,2020-02,20.00,20.00,6482,cfloryiv@rcn.com
Medicine,2020-02,100.00,242.00,6483,cfloryiv@rcn.com
Miscellaneous,2020-02,275.00,168.00,6484,cfloryiv@rcn.com
Property Taxes,2020-02,150.00,226.00,6485,cfloryiv@rcn.com
Savings,2020-02,400.00,0.00,6486,cfloryiv@rcn.com
Therapy,2020-02,70.00,68.00,6487,cfloryiv@rcn.com
vacation,2020-02,100.00,0.00,6488,cfloryiv@rcn.com
Movies,2020-02,35.00,46.00,6489,cfloryiv@rcn.com
Amazon-Books,2020-03,400.00,378.00,6490,cfloryiv@rcn.com
Antivirus,2020-03,17.00,17.00,6491,cfloryiv@rcn.com
Auto Expenses,2020-03,50.00,665.00,6492,cfloryiv@rcn.com
Auto Insurance,2020-03,105.00,105.00,6493,cfloryiv@rcn.com
Cable TV,2020-03,100.00,172.00,6494,cfloryiv@rcn.com
Cash,2020-03,100.00,100.00,6495,cfloryiv@rcn.com
Cell Phone,2020-03,50.00,50.00,6496,cfloryiv@rcn.com
Charites,2020-03,100.00,194.00,6497,cfloryiv@rcn.com
Cleaning,2020-03,120.00,120.00,6498,cfloryiv@rcn.com
Condo Fee,2020-03,300.00,300.00,6499,cfloryiv@rcn.com
Credit Monitoring,2020-03,24.00,24.00,6500,cfloryiv@rcn.com
Education,2020-03,90.00,12.00,6501,cfloryiv@rcn.com
Electric Bill,2020-03,100.00,61.00,6502,cfloryiv@rcn.com
Electronics,2020-03,300.00,344.00,6503,cfloryiv@rcn.com
Friday Takeout,2020-03,200.00,176.00,6504,cfloryiv@rcn.com
Gas,2020-03,100.00,43.00,6505,cfloryiv@rcn.com
Great Courses,2020-03,0.00,0.00,6506,cfloryiv@rcn.com
Groceries,2020-03,440.00,535.00,6507,cfloryiv@rcn.com
Health Insurance,2020-03,45.00,45.00,6508,cfloryiv@rcn.com
Laundry,2020-03,20.00,20.00,6509,cfloryiv@rcn.com
Medicine,2020-03,100.00,0.00,6510,cfloryiv@rcn.com
Miscellaneous,2020-03,275.00,309.00,6511,cfloryiv@rcn.com
Movies,2020-03,35.00,39.00,6512,cfloryiv@rcn.com
Property Taxes,2020-03,150.00,150.00,6513,cfloryiv@rcn.com
Savings,2020-03,400.00,0.00,6514,cfloryiv@rcn.com
Therapy,2020-03,70.00,100.00,6515,cfloryiv@rcn.com
vacation,2020-03,100.00,0.00,6516,cfloryiv@rcn.com
Amazon-Books,2020-04,400.00,692.00,6517,cfloryiv@rcn.com
Antivirus,2020-04,17.00,17.00,6518,cfloryiv@rcn.com
Auto Expenses,2020-04,50.00,0.00,6519,cfloryiv@rcn.com
Auto Insurance,2020-04,105.00,105.00,6520,cfloryiv@rcn.com
Cable TV,2020-04,100.00,177.00,6521,cfloryiv@rcn.com
Cash,2020-04,100.00,100.00,6522,cfloryiv@rcn.com
Cell Phone,2020-04,50.00,50.00,6523,cfloryiv@rcn.com
Charites,2020-04,100.00,174.00,6524,cfloryiv@rcn.com
Cleaning,2020-04,120.00,120.00,6525,cfloryiv@rcn.com
Condo Fee,2020-04,300.00,615.00,6526,cfloryiv@rcn.com
Credit Monitoring,2020-04,24.00,24.00,6527,cfloryiv@rcn.com
Education,2020-04,90.00,11.00,6528,cfloryiv@rcn.com
Electric Bill,2020-04,100.00,50.00,6529,cfloryiv@rcn.com
Electronics,2020-04,300.00,543.00,6530,cfloryiv@rcn.com
Friday Takeout,2020-04,200.00,175.00,6531,cfloryiv@rcn.com
Gas,2020-04,100.00,11.00,6532,cfloryiv@rcn.com
Great Courses,2020-04,0.00,0.00,6533,cfloryiv@rcn.com
Groceries,2020-04,440.00,435.00,6534,cfloryiv@rcn.com
Health Insurance,2020-04,45.00,37.00,6535,cfloryiv@rcn.com
Laundry,2020-04,20.00,20.00,6536,cfloryiv@rcn.com
Medicine,2020-04,100.00,94.00,6537,cfloryiv@rcn.com
Miscellaneous,2020-04,275.00,-3217.00,6538,cfloryiv@rcn.com
Movies,2020-04,35.00,0.00,6539,cfloryiv@rcn.com
Property Taxes,2020-04,150.00,150.00,6540,cfloryiv@rcn.com
Savings,2020-04,400.00,2000.00,6541,cfloryiv@rcn.com
Therapy,2020-04,70.00,25.00,6542,cfloryiv@rcn.com
vacation,2020-04,100.00,0.00,6543,cfloryiv@rcn.com
Amazon-Books,2020-05,400.00,990.00,6544,cfloryiv@rcn.com
Antivirus,2020-05,17.00,17.00,6545,cfloryiv@rcn.com
Auto Expenses,2020-05,50.00,0.00,6546,cfloryiv@rcn.com
Auto Insurance,2020-05,105.00,105.00,6547,cfloryiv@rcn.com
Cable TV,2020-05,100.00,103.00,6548,cfloryiv@rcn.com
Cash,2020-05,100.00,100.00,6549,cfloryiv@rcn.com
Cell Phone,2020-05,50.00,50.00,6550,cfloryiv@rcn.com
Charites,2020-05,100.00,148.00,6551,cfloryiv@rcn.com
Cleaning,2020-05,120.00,120.00,6552,cfloryiv@rcn.com
Condo Fee,2020-05,300.00,0.00,6553,cfloryiv@rcn.com
Credit Monitoring,2020-05,24.00,24.00,6554,cfloryiv@rcn.com
Education,2020-05,90.00,112.00,6555,cfloryiv@rcn.com
Electric Bill,2020-05,100.00,45.00,6556,cfloryiv@rcn.com
Electronics,2020-05,300.00,997.00,6557,cfloryiv@rcn.com
Friday Takeout,2020-05,200.00,201.00,6558,cfloryiv@rcn.com
Gas,2020-05,100.00,13.00,6559,cfloryiv@rcn.com
Great Courses,2020-05,0.00,0.00,6560,cfloryiv@rcn.com
Groceries,2020-05,440.00,708.00,6561,cfloryiv@rcn.com
Health Insurance,2020-05,45.00,37.00,6562,cfloryiv@rcn.com
Laundry,2020-05,20.00,20.00,6563,cfloryiv@rcn.com
Medicine,2020-05,100.00,608.00,6564,cfloryiv@rcn.com
Miscellaneous,2020-05,275.00,164.00,6565,cfloryiv@rcn.com
Movies,2020-05,35.00,0.00,6566,cfloryiv@rcn.com
Property Taxes,2020-05,150.00,150.00,6567,cfloryiv@rcn.com
Savings,2020-05,400.00,0.00,6568,cfloryiv@rcn.com
Therapy,2020-05,70.00,50.00,6569,cfloryiv@rcn.com
vacation,2020-05,100.00,0.00,6570,cfloryiv@rcn.com
Amazon-Books,2020-06,400.00,538.00,6571,cfloryiv@rcn.com
Antivirus,2020-06,17.00,17.00,6572,cfloryiv@rcn.com
Auto Expenses,2020-06,50.00,0.00,6573,cfloryiv@rcn.com
Auto Insurance,2020-06,105.00,105.00,6574,cfloryiv@rcn.com
Cable TV,2020-06,100.00,163.00,6575,cfloryiv@rcn.com
Cash,2020-06,100.00,100.00,6576,cfloryiv@rcn.com
Cell Phone,2020-06,50.00,50.00,6577,cfloryiv@rcn.com
Charites,2020-06,100.00,135.00,6578,cfloryiv@rcn.com
Cleaning,2020-06,120.00,120.00,6579,cfloryiv@rcn.com
Condo Fee,2020-06,300.00,300.00,6580,cfloryiv@rcn.com
Credit Monitoring,2020-06,24.00,24.00,6581,cfloryiv@rcn.com
Education,2020-06,90.00,29.00,6582,cfloryiv@rcn.com
Electric Bill,2020-06,100.00,69.00,6583,cfloryiv@rcn.com
Electronics,2020-06,300.00,512.00,6584,cfloryiv@rcn.com
Friday Takeout,2020-06,200.00,188.00,6585,cfloryiv@rcn.com
Gas,2020-06,100.00,12.00,6586,cfloryiv@rcn.com
Great Courses,2020-06,0.00,0.00,6587,cfloryiv@rcn.com
Groceries,2020-06,440.00,966.00,6588,cfloryiv@rcn.com
Health Insurance,2020-06,45.00,54.00,6589,cfloryiv@rcn.com
Laundry,2020-06,20.00,30.00,6590,cfloryiv@rcn.com
Medicine,2020-06,100.00,408.00,6591,cfloryiv@rcn.com
Miscellaneous,2020-06,275.00,113.00,6592,cfloryiv@rcn.com
Movies,2020-06,35.00,0.00,6593,cfloryiv@rcn.com
Property Taxes,2020-06,150.00,150.00,6594,cfloryiv@rcn.com
Savings,2020-06,400.00,0.00,6595,cfloryiv@rcn.com
Therapy,2020-06,70.00,68.00,6596,cfloryiv@rcn.com
vacation,2020-06,100.00,0.00,6597,cfloryiv@rcn.com
Amazon-Books,2020-07,400.00,275.00,6598,cfloryiv@rcn.com
Antivirus,2020-07,17.00,17.00,6599,cfloryiv@rcn.com
Auto Expenses,2020-07,50.00,0.00,6600,cfloryiv@rcn.com
Auto Insurance,2020-07,105.00,105.00,6601,cfloryiv@rcn.com
Cable TV,2020-07,100.00,168.00,6602,cfloryiv@rcn.com
Cash,2020-07,100.00,0.00,6603,cfloryiv@rcn.com
Cell Phone,2020-07,50.00,50.00,6604,cfloryiv@rcn.com
Charites,2020-07,100.00,124.00,6605,cfloryiv@rcn.com
Cleaning,2020-07,120.00,120.00,6606,cfloryiv@rcn.com
Condo Fee,2020-07,300.00,300.00,6607,cfloryiv@rcn.com
Credit Monitoring,2020-07,24.00,24.00,6608,cfloryiv@rcn.com
Education,2020-07,90.00,29.00,6609,cfloryiv@rcn.com
Electric Bill,2020-07,100.00,120.00,6610,cfloryiv@rcn.com
Electronics,2020-07,300.00,-2416.22,6611,cfloryiv@rcn.com
Friday Takeout,2020-07,200.00,184.00,6612,cfloryiv@rcn.com
Gas,2020-07,100.00,48.00,6613,cfloryiv@rcn.com
Great Courses,2020-07,0.00,0.00,6614,cfloryiv@rcn.com
Groceries,2020-07,440.00,507.00,6615,cfloryiv@rcn.com
Health Insurance,2020-07,45.00,90.00,6616,cfloryiv@rcn.com
Laundry,2020-07,20.00,40.00,6617,cfloryiv@rcn.com
Medicine,2020-07,100.00,310.00,6618,cfloryiv@rcn.com
Miscellaneous,2020-07,275.00,158.00,6619,cfloryiv@rcn.com
Movies,2020-07,35.00,0.00,6620,cfloryiv@rcn.com
Property Taxes,2020-07,150.00,150.00,6621,cfloryiv@rcn.com
Savings,2020-07,400.00,2000.00,6622,cfloryiv@rcn.com
Therapy,2020-07,70.00,25.00,6623,cfloryiv@rcn.com
vacation,2020-07,100.00,0.00,6624,cfloryiv@rcn.com
Amazon-Books,2020-08,400.00,344.00,6625,cfloryiv@rcn.com
Antivirus,2020-08,17.00,20.00,6626,cfloryiv@rcn.com
Auto Expenses,2020-08,50.00,0.00,6627,cfloryiv@rcn.com
Auto Insurance,2020-08,105.00,105.00,6628,cfloryiv@rcn.com
Cable TV,2020-08,100.00,80.00,6629,cfloryiv@rcn.com
Cash,2020-08,100.00,200.00,6630,cfloryiv@rcn.com
Cell Phone,2020-08,50.00,50.00,6631,cfloryiv@rcn.com
Charites,2020-08,100.00,247.00,6632,cfloryiv@rcn.com
Cleaning,2020-08,120.00,120.00,6633,cfloryiv@rcn.com
Condo Fee,2020-08,300.00,300.00,6634,cfloryiv@rcn.com
Credit Monitoring,2020-08,24.00,24.00,6635,cfloryiv@rcn.com
Education,2020-08,90.00,29.00,6636,cfloryiv@rcn.com
Electric Bill,2020-08,100.00,109.00,6637,cfloryiv@rcn.com
Electronics,2020-08,300.00,0.00,6638,cfloryiv@rcn.com
Friday Takeout,2020-08,200.00,199.00,6639,cfloryiv@rcn.com
Gas,2020-08,100.00,37.00,6640,cfloryiv@rcn.com
Groceries,2020-08,440.00,647.00,6641,cfloryiv@rcn.com
Health Insurance,2020-08,45.00,191.00,6642,cfloryiv@rcn.com
Laundry,2020-08,20.00,0.00,6643,cfloryiv@rcn.com
Medicine,2020-08,100.00,340.00,6644,cfloryiv@rcn.com
Miscellaneous,2020-08,275.00,11.00,6645,cfloryiv@rcn.com
Property Taxes,2020-08,150.00,150.00,6646,cfloryiv@rcn.com
Savings,2020-08,400.00,1000.00,6647,cfloryiv@rcn.com
Therapy,2020-08,70.00,100.00,6648,cfloryiv@rcn.com
vacation,2020-08,100.00,0.00,6649,cfloryiv@rcn.com
Online Sales,2020-08,0.00,-873.49,6650,cfloryiv@rcn.com
Strips,2020-08,0.00,6.00,6651,cfloryiv@rcn.com
Music Lessons,2020-08,0.00,309.00,6652,cfloryiv@rcn.com
Amazon-Books,2020-09,400.00,90.00,7652,cfloryiv@rcn.com
Antivirus,2020-09,17.00,15.00,7653,cfloryiv@rcn.com
Auto Expenses,2020-09,50.00,333.00,7654,cfloryiv@rcn.com
Auto Insurance,2020-09,105.00,83.00,7655,cfloryiv@rcn.com
Cable TV,2020-09,100.00,139.00,7656,cfloryiv@rcn.com
Cash,2020-09,100.00,0.00,7657,cfloryiv@rcn.com
Cell Phone,2020-09,50.00,50.00,7658,cfloryiv@rcn.com
Charites,2020-09,100.00,156.00,7659,cfloryiv@rcn.com
Cleaning,2020-09,120.00,120.00,7660,cfloryiv@rcn.com
Condo Fee,2020-09,300.00,300.00,7661,cfloryiv@rcn.com
Credit Monitoring,2020-09,24.00,24.00,7662,cfloryiv@rcn.com
Education,2020-09,90.00,29.00,7663,cfloryiv@rcn.com
Electric Bill,2020-09,100.00,80.00,7664,cfloryiv@rcn.com
Electronics,2020-09,300.00,83.00,7665,cfloryiv@rcn.com
Friday Takeout,2020-09,200.00,198.00,7666,cfloryiv@rcn.com
Gas,2020-09,100.00,41.00,7667,cfloryiv@rcn.com
Groceries,2020-09,440.00,714.00,7668,cfloryiv@rcn.com
Health Insurance,2020-09,45.00,110.00,7669,cfloryiv@rcn.com
Laundry,2020-09,20.00,0.00,7670,cfloryiv@rcn.com
Medicine,2020-09,100.00,330.00,7671,cfloryiv@rcn.com
Miscellaneous,2020-09,275.00,384.00,7672,cfloryiv@rcn.com
Online Sales,2020-09,0.00,-293.00,7673,cfloryiv@rcn.com
Property Taxes,2020-09,150.00,150.00,7674,cfloryiv@rcn.com
Savings,2020-09,400.00,0.00,7675,cfloryiv@rcn.com
Strips,2020-09,0.00,0.00,7676,cfloryiv@rcn.com
Therapy,2020-09,70.00,25.00,7677,cfloryiv@rcn.com
vacation,2020-09,100.00,0.00,7678,cfloryiv@rcn.com
Music Lessons,2020-09,0.00,180.00,7679,cfloryiv@rcn.com
Test,2020-09,1.00,0.03,7680,
Auto Expenses,2020-10,50.00,0.00,7681,
Education,2020-10,90.00,29.00,7682,
Therapy,2020-10,70.00,0.00,7683,
Cash,2020-10,100.00,100.00,7684,
Electric Bill,2020-10,100.00,51.00,7685,
Charites,2020-10,100.00,148.00,7686,
Condo Fee,2020-10,300.00,300.00,7687,
Gas,2020-10,100.00,28.00,7688,
Miscellaneous,2020-10,275.00,468.00,7689,
Cleaning,2020-10,120.00,120.00,7690,
Health Insurance,2020-10,45.00,96.00,7691,
Medicine,2020-10,100.00,5.00,7692,
Credit Monitoring,2020-10,24.00,24.00,7693,
Friday Takeout,2020-10,200.00,217.00,7694,
Cell Phone,2020-10,50.00,50.00,7695,
Groceries,2020-10,440.00,665.00,7696,
vacation,2020-10,100.00,0.00,7697,
Auto Insurance,2020-10,105.00,100.00,7698,
Cable TV,2020-10,100.00,125.00,7699,
Electronics,2020-10,300.00,415.00,7700,
Antivirus,2020-10,17.00,17.00,7701,
Property Taxes,2020-10,150.00,150.00,7702,
Laundry,2020-10,20.00,0.00,7703,
Amazon-Books,2020-10,400.00,338.00,7704,
Savings,2020-10,400.00,0.00,7705,
Online Sales,2020-10,0.00,-313.45,7706,
Strips,2020-10,0.00,-80.00,7707,
Music Lessons,2020-10,0.00,0.00,7708,
Test,2020-10,1.00,0.00,7709,
Web Hosting,2020-10,20.00,20.00,7710,
Auto Expenses,2020-11,50.00,0.00,7711,
Education,2020-11,90.00,29.00,7712,
Therapy,2020-11,70.00,0.00,7713,
Cash,2020-11,100.00,100.00,7714,
Electric Bill,2020-11,100.00,39.00,7715,
Charites,2020-11,100.00,156.00,7716,
Condo Fee,2020-11,300.00,315.00,7717,
Gas,2020-11,100.00,39.00,7718,
Miscellaneous,2020-11,275.00,149.00,7719,
Cleaning,2020-11,120.00,120.00,7720,
Health Insurance,2020-11,45.00,140.00,7721,
Medicine,2020-11,100.00,210.00,7722,
Credit Monitoring,2020-11,24.00,24.00,7723,
Friday Takeout,2020-11,200.00,221.00,7724,
Cell Phone,2020-11,50.00,50.00,7725,
Groceries,2020-11,440.00,857.00,7726,
vacation,2020-11,100.00,0.00,7727,
Auto Insurance,2020-11,105.00,120.00,7728,
Cable TV,2020-11,100.00,155.00,7729,
Electronics,2020-11,300.00,352.00,7730,
Antivirus,2020-11,17.00,17.00,7731,
Property Taxes,2020-11,150.00,150.00,7732,
Web Hosting,2020-11,20.00,20.00,7733,
Laundry,2020-11,20.00,20.00,7734,
Amazon-Books,2020-11,400.00,500.00,7735,
Savings,2020-11,400.00,0.00,7736,
Online Sales,2020-11,0.00,-399.60,7737,
Strips,2020-11,0.00,-40.00,7738,
Music Lessons,2020-11,0.00,0.00,7739,
Test,2020-11,1.00,0.00,7740,
Auto Expenses,2020-12,50.00,0.00,7741,
Education,2020-12,90.00,49.00,7742,
Therapy,2020-12,70.00,150.00,7743,
Cash,2020-12,100.00,0.00,7744,
Electric Bill,2020-12,100.00,44.00,7745,
Charites,2020-12,100.00,129.00,7746,
Condo Fee,2020-12,300.00,315.00,7747,
Gas,2020-12,100.00,30.00,7748,
Miscellaneous,2020-12,275.00,427.00,7749,
Cleaning,2020-12,120.00,120.00,7750,
Health Insurance,2020-12,45.00,20.00,7751,
Medicine,2020-12,100.00,62.00,7752,
Credit Monitoring,2020-12,24.00,24.00,7753,
Friday Takeout,2020-12,200.00,152.00,7754,
Cell Phone,2020-12,50.00,50.00,7755,
Groceries,2020-12,440.00,833.00,7756,
vacation,2020-12,100.00,0.00,7757,
Auto Insurance,2020-12,105.00,231.00,7758,
Cable TV,2020-12,100.00,146.00,7759,
Electronics,2020-12,300.00,294.00,7760,
Antivirus,2020-12,17.00,17.00,7761,
Property Taxes,2020-12,150.00,150.00,7762,
Web Hosting,2020-12,20.00,20.00,7763,
Laundry,2020-12,20.00,20.00,7764,
Amazon-Books,2020-12,400.00,531.00,7765,
Savings,2020-12,400.00,0.00,7766,
Online Sales,2020-12,0.00,-132.00,7767,
Strips,2020-12,0.00,-235.00,7768,
Music Lessons,2020-12,0.00,0.00,7769,
Test,2020-12,1.00,0.00,7770,
Auto Expenses,2021-01,50.00,0.00,7771,
Education,2021-01,90.00,65.00,7772,
Therapy,2021-01,70.00,75.00,7773,
